Site F Longitude Latitude    ve      vn   sig_ve sig_vn rho_en    t1       t2   
        (deg.E)   (deg.N) |---------- mm/yr ----------|                         
SHUA s   42.1330  41.6477   27.23   13.59   1.23   0.71 -0.017 1998.699 2004.758
SI19 s   21.7018  40.3049   25.29   10.03   1.11   1.18 -0.047 1996.391 2000.693
SI34 s   21.5615  40.3435   25.05    9.81   0.77   0.79  0.007 1996.391 2000.693
SI80 s   21.5096  40.4727   25.70   10.09   0.73   0.75 -0.010 1995.385 2000.693
SILE s   29.6232  41.1795   25.44   10.72   0.36   0.41 -0.040 1996.724 2011.377
SINC s   37.9585  39.4542    8.68   21.14   0.26   0.48 -0.025 1996.724 2008.590
SINO s   35.2054  42.0202   24.81   13.01   0.61   0.65 -0.019 1994.736 2007.658
SIRA s   29.4392  36.7195   10.61    1.81   0.47   0.53 -0.035 1994.736 2009.693
SISL s   30.1303  40.7453   15.94   11.65   0.85   0.93  0.003 1994.736 1998.768
SIVR s   31.8138  39.5641    3.46   10.10   0.71   0.71 -0.011 1994.736 2003.375
SLGM s   33.7056  41.6349   24.33   13.97   0.52   0.95 -0.038 2004.758 2011.377
SLIV s   23.0575  42.8623   23.90   11.76   0.56   0.59 -0.004 1997.734 2002.708
SLVR s   30.7201  38.5029    3.13    8.36   1.19   1.32 -0.068 2003.664 2009.693
SNGR s   34.3793  40.1545    4.41   16.31   0.85   0.87 -0.018 2001.610 2004.582
SOBA s   36.0510  33.6129   23.19   23.53   0.49   0.49 -0.036 2001.049 2007.556
SOLH s   41.0568  38.9588   19.53   24.01   0.72   0.80 -0.054 1999.593 2006.558
SOLZ s   57.6832  25.8210   28.21   19.60   1.08   1.01 -0.019 2005.089 2008.097
SORC s   57.8839  27.9008   29.72   18.09   0.58   0.58 -0.007 2000.071 2008.097
SRKK s   31.2275  38.1634    4.97    7.01   0.54   0.60  0.008 2003.664 2009.693
SRYB s   39.9099  38.7368   10.88   21.72   0.70   0.74 -0.046 2003.375 2008.529
STEP s   44.3642  41.0306   28.87   14.76   0.35   0.72 -0.029 1998.699 2007.753
SUB0 s   45.6863  40.1173   30.80   18.87   0.66   0.69 -0.016 1998.699 2003.516
SUBA s   26.1742  39.9731    5.61    3.57   0.59   0.61 -0.013 1994.736 1999.411
SVSL s   29.7114  38.4584    2.80    5.61   1.24   1.27  0.005 2004.710 2009.693
TA01 s   46.2249  37.8216   28.43   23.84   0.77   0.82 -0.025 2004.758 2008.590
TA02 s   46.2853  37.8961   28.62   23.46   1.30   1.33 -0.003 2004.758 2008.590
TA03 s   46.2566  37.9855   28.19   22.70   0.83   0.88 -0.021 2004.758 2008.590
TA05 s   46.4528  38.1369   31.28   21.81   1.07   1.02 -0.008 2004.758 2008.649
TA07 s   46.7237  38.4013   33.10   20.33   0.77   0.83 -0.037 2004.758 2008.649
TAEB s   52.0429  35.4922   26.54   17.49   0.56   0.57  0.006 2000.786 2005.584
TAIF s   40.5980  21.5141   33.30   26.76   0.47   0.52 -0.006 2005.288 2012.227
TAVA s   29.0477  37.5659    3.24   -1.22   0.38   0.40 -0.034 2000.786 2009.693
TAZA s   47.2712  38.2699   30.77   21.11   1.48   1.49 -0.000 2002.708 2006.789
TDJ0 s   42.9128  11.7858   38.94   25.26   0.70   0.66  0.011 1995.229 2003.216
TEB1 s   30.8044  40.3858    6.88   10.48   1.04   1.15 -0.053 1994.736 1998.768
TELF s   36.5731  34.9337   21.58   24.06   0.78   0.79 -0.006 2000.858 2008.449
TEPE s   38.6827  38.0924   15.47   23.92   0.73   0.81 -0.050 2004.758 2008.529
TF01 s   51.2573  35.8121   24.37   21.75   1.24   1.31 -0.012 2002.795 2005.584
TF16 s   51.5222  35.7743   24.27   21.33   1.02   1.06  0.017 2002.795 2005.584
TF20 s   51.5678  35.8077   23.41   17.82   1.07   1.11  0.009 2002.795 2005.584
TFEL s   36.2346  33.8595   21.50   23.27   0.69   0.70 -0.041 2003.755 2008.590
TIGE s   40.4768  14.8910   31.43   19.62   1.26   1.16 -0.014 2007.381 2010.255
TIO1 s   40.9610  14.6152   33.91   21.11   0.54   0.51 -0.017 2005.089 2011.290
TKIN s   30.1141  38.0163    3.09    6.04   0.78   0.80  0.009 2003.664 2009.693
TKMN s   41.5123  39.6434   24.26   17.82   0.93   0.93 -0.006 1999.593 2010.626
TN01 s   50.9998  35.4930   25.52   21.78   0.91   0.93  0.012 2002.795 2005.584
TN02 s   51.1699  35.2028   26.88   22.20   0.98   1.01  0.006 2002.795 2005.584
TN03 s   51.3793  35.3658   25.27   22.36   1.01   1.06  0.008 2002.795 2005.584
TN04 s   51.4092  35.4950   25.01   22.33   0.96   0.99  0.008 2002.795 2005.584
TOUR s   33.5964  28.2694   23.37   17.61   0.73   0.74  0.000 1996.307 2003.755
TR00 s   22.3547  37.5247    7.19  -12.35   0.52   0.52 -0.010 1997.734 2005.740
TSA0 s   45.0551  40.3073   29.83   18.80   0.58   0.60 -0.005 1998.699 2003.516
TUBA s   36.5617  31.3187   24.40   24.16   0.68   0.69 -0.017 2005.584 2010.395
ULCN s   35.8705  36.3968   16.67   23.31   1.03   1.09 -0.028 2002.508 2008.529
ULKA s   42.1947  43.3492   25.75    9.54   0.86   0.87  0.040 1994.736 1998.699
VANI s   42.4707  42.0218   27.71   12.07   1.35   0.94 -0.035 1994.736 1998.699
VARB s   22.7725  43.6107   23.95   12.35   0.55   0.57 -0.027 1996.682 2001.877
VARZ s   46.6034  38.1785   30.98   20.78   0.56   0.59 -0.001 2002.708 2008.649
VERI s   23.7260  42.4788   25.36    9.83   0.94   0.92  0.001 1997.734 2000.693
VETR s   24.0552  42.2911   25.37   10.94   0.93   0.96  0.001 1997.734 2000.693
VITI s   23.7990  42.7782   25.17   11.50   0.57   0.60 -0.013 1997.734 2002.708
VLOR s   19.5046  40.4084   23.59   15.52   1.25   1.26 -0.003 1996.682 2002.795
VLTR s   23.3645  42.8669   26.26   11.45   0.69   0.71 -0.008 1997.734 2001.610
VRTO s   41.4543  39.1864   20.92   20.81   0.36   0.38 -0.028 1999.593 2010.664
X000 s   22.3802  38.1428    8.55  -10.23   0.74   0.77  0.076 1995.749 2005.740
X002 s   22.3802  38.1428    8.45   -9.59   0.78   0.69  0.058 1995.749 2005.740
XRIS s   21.8776  36.7914    2.22   -9.70   0.95   0.97  0.026 2000.514 2004.816
YACT s   29.2379  40.9167   24.42   10.04   0.74   0.80 -0.089 2003.853 2008.377
YALI s   28.2928  41.4746   23.92   11.85   1.18   1.23  0.001 1996.724 1999.411
YARD s   48.3877  38.9522   31.74   21.53   0.32   0.33 -0.017 1998.699 2012.877
YAYA s   27.3163  39.0240    4.18   -0.41   0.91   0.97 -0.004 1994.736 1998.699
YAYG s   38.5244  38.2903   10.28   23.37   0.80   0.91 -0.067 2004.758 2008.529
YAYL s   34.8807  41.2639   21.34   13.73   0.46   0.51 -0.076 2004.758 2011.377
YAZT s   61.0337  36.6013   28.68    7.03   0.46   0.47  0.006 1999.727 2005.740
YEKD s   58.2457  25.7646   26.83   18.32   0.93   0.90 -0.017 2005.089 2008.097
YENB s   27.3928  40.8107   21.05    8.20   0.83   0.91 -0.092 1994.736 1999.411
YENI s   28.3733  40.3979    4.86    8.86   0.29   0.31 -0.043 1996.724 2011.377
YOZG s   34.8130  39.8005    4.48   16.84   0.42   0.43 -0.011 1994.736 2011.377
YSFC s   29.5353  37.1853    7.93    2.67   0.55   0.62 -0.025 2000.786 2009.693
YSLV s   29.8439  37.5467    6.26    3.97   1.09   1.12 -0.000 2003.664 2009.693
ZABO s   61.5174  31.0494   29.30    7.76   0.48   0.48  0.002 1999.727 2005.740
ZAMA s   40.1047  21.6201   32.86   26.50   0.47   0.45 -0.005 2005.288 2012.227
ZEHA s   57.2702  26.8327   26.41   20.06   0.98   0.95 -0.017 2005.089 2008.097
ZEIT s   33.3914  27.9186   24.26   18.71   0.44   0.44 -0.001 1997.903 2003.755
ZEME s   22.6952  42.4982   25.42   11.64   0.58   0.59  0.008 1997.734 2002.708
ZOD0 s   45.9084  40.2040   31.97   18.54   0.63   0.66 -0.013 1998.699 2003.516
ZOL0 s   45.3666  40.1138   30.50   18.70   0.61   0.64 -0.009 1998.699 2003.516
AFYN c   30.5610  38.7384    3.89    8.91   0.79   0.66 -0.004 2008.772 2011.281
AGRD c   43.0329  39.7176   27.05   18.69   0.51   0.50 -0.010 2008.906 2011.810
AGRI c   21.4090  38.6240   13.57    8.00   0.71   0.75  0.004 2010.741 2013.421
AKAL c   43.4927  41.4101   28.16   14.68   0.39   0.39 -0.014 2008.392 2011.804
AKDG c   35.8716  39.6602    5.84   18.05   0.55   0.54 -0.011 2008.736 2011.262
AKHT c   27.8951  38.9975    1.64    2.36   0.23   0.24 -0.011 2007.273 2013.489
AKSR c   33.9982  38.3704    6.68   15.98   0.53   0.54 -0.009 2008.777 2011.281
ALAT c   27.6958  40.1864    4.67    6.68   0.25   0.24 -0.010 2007.911 2013.489
ALWJ c   36.3777  26.4583   28.54   24.47   0.17   0.17 -0.028 2004.392 2013.075
AMAS c   35.8493  40.6657   10.68   18.34   0.51   0.52 -0.019 2008.736 2011.281
ANAV c   23.9041  37.7334    7.69  -12.11   0.26   0.21 -0.005 2007.026 2013.421
ANKR c   32.7585  39.8874    0.97   11.68   0.35   0.34 -0.008 2000.898 2013.489
ANKR c   32.7585  39.8874    4.09   11.01   0.89   0.87 -0.004 1995.481 1998.653
ARDH c   42.6991  41.1113   26.95   14.10   0.50   0.51 -0.011 2008.739 2011.818
ARKI c   23.0336  38.7551   14.00   -5.54   0.19   0.20 -0.010 2001.467 2006.842
ASAB c   42.6544  13.0629   41.77   28.80   0.77   0.59 -0.000 2007.133 2013.489
ATAL c   22.9994  38.6531   12.93   -4.79   0.35   0.38 -0.002 2009.234 2013.462
ATCT c   27.5633  40.0830    5.18    5.70   0.23   0.24 -0.012 2007.908 2013.489
ATHT c   26.5236  40.1257    6.51    3.72   0.17   0.18 -0.017 2004.302 2012.941
AUT1 c   23.0037  40.5668   24.82    6.19   0.19   0.23 -0.006 2005.245 2013.489
AVCT c   28.7239  40.9887   18.36   12.92   0.71   0.46 -0.003 2004.862 2013.451
AYVL c   26.6862  39.3114    4.95    1.02   0.52   0.53 -0.006 2008.750 2011.281
BAD1 c   29.1179  40.8521   21.89   12.53   0.32   0.29 -0.010 2002.316 2013.489
BAKU c   49.8144  40.3722   30.88   10.00   0.36   0.37 -0.014 2007.642 2013.489
BALK c   27.8936  39.6394    3.75    7.56   0.50   0.55 -0.005 2008.739 2011.281
BAND c   27.9967  40.3312    5.27    6.30   1.20   0.60 -0.002 2008.739 2011.281
BASK c   44.0173  38.0434   23.34   25.39   0.63   0.71 -0.041 2008.914 2011.974
BAYB c   40.1914  40.2501   25.32   13.39   0.50   0.52 -0.013 2008.764 2011.818
BDAR c   37.3597  11.5998   22.46   16.42   0.68   0.65 -0.003 2007.262 2011.678
BDMT c   28.0409  38.1203    2.93   -0.96   0.21   0.22 -0.013 2007.264 2013.489
BILE c   29.9774  40.1415    1.95    9.11   0.50   0.51 -0.006 2008.739 2011.281
BOGZ c   35.2551  39.1936    7.62   15.42   0.92   0.65 -0.008 2008.739 2011.281
BOLU c   31.6020  40.7335   11.31   14.14   0.53   0.55 -0.008 2008.739 2011.281
BORT c   28.5509  38.7519    1.36    4.17   0.33   0.33 -0.006 2007.273 2013.489
BOYT c   34.7967  41.4610   23.21   13.17   0.51   0.53 -0.006 2008.739 2011.281
BOZT c   28.7820  40.5344    7.05    8.67   0.16   0.25 -0.017 2000.772 2013.489
BSHM c   35.0230  32.7790   22.69   19.90   0.22   0.19 -0.023 2002.073 2013.489
BTMN c   41.1545  37.8636   20.08   26.16   0.50   0.51 -0.010 2008.739 2011.818
BUCU c   26.1257  44.4639   23.33   12.39   0.20   0.16 -0.016 1999.108 2013.489
BURS c   29.0152  40.2142    1.10    8.33   0.51   0.55 -0.006 2008.739 2011.281
BUSF c   36.7075  34.7133   21.54   24.24   0.46   0.88 -0.004 2008.381 2010.999
CALT c   29.4038  37.9918    3.96    4.86   0.27   0.28 -0.010 2007.270 2012.070
CANK c   33.6104  40.6086    5.10   12.37   0.55   0.55  0.002 2008.739 2011.278
CATK c   43.0607  38.0074   23.46   23.46   0.51   0.53 -0.011 2008.739 2011.771
CESM c   26.3726  38.3038    5.15   -8.21   0.66   0.60 -0.005 2008.821 2011.281
CHMT c   27.7150  40.0198    3.16    6.86   0.50   0.73  0.000 2007.908 2013.404
CIHA c   32.9224  38.6504    5.10   11.92   0.51   0.77 -0.007 2008.739 2011.281
CKVT c   35.3668  37.0625   13.28   18.09   0.21   0.20 -0.027 2007.327 2013.489
CMLD c   32.4745  40.4910    3.78   10.05   0.53   0.52 -0.010 2008.739 2011.281
CNRT c   37.0930  37.4602   16.84   21.91   0.36   0.36 -0.011 2009.163 2013.489
CORU c   34.9822  40.5704    7.84   14.44   0.55   0.57 -0.011 2008.739 2011.275
COSE c   16.3104  39.2014   23.80   17.88   1.25   1.31 -0.018 1998.695 2002.251
COST c   28.6575  44.1615   23.68   12.18   0.20   0.18 -0.020 2006.001 2013.489
CRAO c   33.9910  44.4133   24.31   12.00   0.21   0.19  0.010 2000.321 2013.489
CRMT c   39.4610  38.1217   18.20   25.48   0.25   0.21 -0.027 2007.316 2013.489
DEIR c   28.6484  39.0348    1.87    5.64   0.54   0.53 -0.008 2008.739 2011.281
DION c   23.9326  38.0785    7.90  -11.81   0.48   0.25 -0.003 2001.777 2006.760
DRAG c   35.3921  31.5932   23.09   20.41   0.76   0.14 -0.008 1999.823 2013.489
DRGT c   29.1453  40.9088   19.92   11.67   0.52   1.12 -0.006 2005.229 2008.163
DSEA c   35.3688  31.0369   25.33   20.66   0.47   0.46 -0.019 2008.001 2013.489
DUBR c   18.1104  42.6500   22.77   17.90   0.43   0.43  0.001 2001.021 2012.736
DUM2 c   29.3719  40.5655    5.87   10.60   0.35   0.21 -0.010 2007.108 2013.489
DUMT c   29.3719  40.5655    2.84    9.28   0.45   0.45 -0.006 1999.585 2005.736
DUTH c   24.9168  41.1402   24.34   10.38   0.29   0.35 -0.004 2008.714 2013.489
DZCT c   36.5226  37.2790   16.64   19.61   0.25   0.24 -0.024 2007.327 2012.439
EDIR c   26.5510  41.6767   25.20   10.21   0.91   0.65 -0.003 2008.742 2011.281
ELAT c   34.9206  29.5093   25.28   20.75   0.15   0.16 -0.039 1997.149 2013.489
ELRO c   35.7707  33.1820   22.52   22.62   0.16   0.16 -0.040 2000.277 2013.489
ELZT c   39.1977  38.6874    9.71   21.38   0.21   0.21 -0.034 2007.314 2013.489
EMIR c   31.1440  39.0222    2.99    9.60   0.50   0.50 -0.007 2008.739 2011.281
ERDT c   27.8080  40.3932    6.06    7.76   0.22   0.14 -0.020 2002.508 2013.470
ERZI c   39.5061  39.7457   15.30   16.59   0.47   0.47 -0.013 2008.739 2011.818
ERZR c   41.2555  39.9056   26.16   14.94   0.54   0.59 -0.007 2008.859 2011.818
ESKS c   30.4636  39.7457    2.12    8.90   0.51   0.50 -0.007 2008.739 2011.281
ESMT c   29.1062  38.4250    3.46    5.00   0.35   0.35 -0.006 2007.270 2010.497
EYPA c   21.9284  38.4268   11.94    1.71   0.57   0.52 -0.004 2003.138 2006.626
FASA c   37.4847  41.0455   25.73   13.23   0.99   0.58 -0.007 2008.734 2011.278
GAZT c   37.3093  37.0412   19.06   24.61   0.45   0.30 -0.011 2007.322 2011.210
GILB c   35.4165  32.4793   22.20   20.78   0.15   0.16 -0.038 1998.577 2012.365
GIRS c   38.3882  40.9226   24.28   13.55   0.83   0.54 -0.013 2008.739 2011.281
GRAZ c   15.4935  47.0671   22.19   15.37   0.17   0.17  0.009 1995.001 2013.489
GVD0 c   24.1089  34.8385    8.30  -12.51   0.27   0.18 -0.006 2004.531 2011.968
HALK c   23.6025  38.4654   10.85   -9.00   0.61   0.67  0.001 2010.684 2013.421
HALY c   36.0999  29.1389   27.03   23.75   0.17   0.18 -0.031 2002.232 2013.084
HAMD c   48.5343  34.8691   24.96   23.10   0.94   0.95 -0.006 2007.442 2008.602
HBBT c   36.9091  37.3430   17.86   22.06   0.59   0.43 -0.008 2009.171 2013.064
HERA c   25.1415  35.3241    7.54  -12.16   0.65   0.69  0.004 2010.684 2013.421
HINI c   41.6958  39.3688   25.73   17.98   0.46   0.48 -0.011 2008.791 2011.974
HORS c   42.1673  40.0416   26.37   17.62   0.44   0.44 -0.016 2008.739 2011.974
HUGS c   36.1888  32.1013   23.85   23.73   0.25   0.19 -0.021 2005.453 2012.449
IERA c   25.7972  35.0531    9.91  -13.96   0.57   0.56 -0.007 2010.492 2013.421
IGIR c   44.0183  39.9292   29.86   16.06   0.45   0.47 -0.011 2008.775 2011.974
ISBA c   44.4384  33.3414   24.64   28.19   0.40   0.44 -0.010 2008.422 2011.768
ISBS c   47.7956  30.4870   26.49   28.88   0.51   0.35 -0.008 2009.264 2013.330
ISNA c   44.3533  32.0125   25.59   27.31   0.56   0.36 -0.008 2008.895 2013.451
ISSD c   43.6730  34.6008   24.23   28.96   0.46   0.81 -0.001 2010.010 2013.489
ISTA c   29.0193  41.1044   24.21   11.05   0.28   0.18 -0.014 2002.911 2013.489
ISTN c   28.8316  40.9910   23.74   12.52   0.50   0.56 -0.007 2008.739 2011.281
IZMC c   29.9509  40.8020   20.07   10.80   0.54   0.55 -0.007 2008.739 2011.281
IZMI c   27.0818  38.3948    1.81   -3.47   0.53   0.52 -0.005 2008.739 2011.281
IZMT c   27.1942  38.3751    3.51   -3.95   0.21   0.30 -0.008 2007.256 2013.489
JEDD c   39.6310  21.3692   33.00   26.07   0.28   0.29 -0.010 2004.384 2010.390
JIZN c   42.1036  16.6992   35.66   26.69   0.35   0.40 -0.005 2007.284 2011.223
JSLM c   35.2024  31.7712   23.35   19.59   0.22   0.23 -0.012 2001.508 2013.489
JUST c   35.9871  32.4927   22.91   24.24   0.36   0.42 -0.006 2008.439 2012.346
KABR c   35.1451  33.0228   22.00   20.23   0.15   0.16 -0.038 2000.365 2013.489
KABT c   28.6828  41.3471   24.32   11.40   0.53   0.52 -0.007 2008.739 2011.281
KAGI c   28.9632  41.0863   23.68   11.76   0.38   0.40 -0.006 2009.327 2013.311
KART c   28.3326  40.2653    4.03    8.40   0.13   0.14 -0.034 2000.898 2013.489
KASI c   19.9355  39.7464   19.86   14.12   0.20   0.20 -0.004 2007.248 2013.462
KATC c   27.7808  35.9515   15.93  -15.75   0.18   0.18 -0.017 2005.760 2013.462
KATZ c   35.6883  32.9952   22.53   22.56   0.22   0.22 -0.033 1996.583 2013.489
KAYS c   35.5245  38.7084    8.29   18.08   0.65   0.62 -0.013 2008.810 2011.281
KCEK c   28.7797  41.0027   22.93   11.54   0.44   0.35 -0.005 2009.327 2013.311
KIKA c   27.6722  39.1060    2.24    2.40   0.75   0.51 -0.005 2008.739 2011.281
KIPO c   20.3483  38.2032   17.94    9.73   0.82   0.91 -0.004 2010.678 2013.462
KIRL c   27.2179  41.7381   24.16   12.11   0.51   0.53 -0.002 2008.739 2011.281
KISL c   42.6629  43.7417   25.81   11.27   0.35   0.28 -0.017 2007.730 2012.996
KLOK c   22.0144  39.5647   20.95    5.88   0.32   0.26 -0.016 2008.542 2013.462
KORI c   22.9309  37.9416    7.87  -12.15   0.31   0.28 -0.003 2008.578 2013.421
KOUN c   22.0458  38.2094    9.49  -10.47   0.35   0.52 -0.006 2002.390 2013.286
KRBK c   32.6759  41.2316   22.91   13.48   0.57   0.58 -0.008 2008.769 2011.281
KRCT c   28.6674  37.8277    2.52   -1.90   0.27   0.29 -0.009 2007.267 2012.422
KRDT c   26.9985  40.9507   22.23   10.99   0.18   0.23 -0.014 2004.299 2013.475
KRPT c   27.8156  37.5821    3.68   -8.64   0.23   0.23 -0.011 2007.267 2013.100
KRS1 c   43.0934  40.5885   28.07   15.34   0.52   0.51 -0.013 2008.739 2011.818
KSTM c   33.7755  41.3712   20.88   13.05   0.55   0.65 -0.009 2008.739 2011.278
KTVL c   33.9695  44.3929   25.14    4.48   0.41   0.46 -0.005 2010.001 2013.489
KURU c   32.7177  41.8461   24.09   13.76   0.50   0.52 -0.008 2008.739 2011.281
KUTA c   29.8989  39.4809    2.06    8.11   0.52   0.53 -0.007 2008.739 2011.281
KUWT c   47.9715  29.3250   29.40   29.69   0.24   0.22 -0.026 2006.911 2013.489
LAUG c   35.6744  34.1150   21.13   21.13   0.37   0.16 -0.016 2002.881 2012.466
LEMN c   25.1806  39.8972    8.20    0.41   0.56   0.81 -0.008 2007.456 2013.462
LHAV c   34.8663  31.3778   22.59   19.31   0.35   0.35 -0.028 2000.988 2008.015
LIDO c   22.2010  38.5290   12.00    0.28   0.49   0.50  0.015 2009.544 2013.432
MADT c   27.5869  40.6114    7.44    6.70   0.13   0.13 -0.036 1999.500 2013.489
MAT1 c   16.7046  40.6491   23.52   19.01   0.17   0.20  0.004 2001.377 2013.489
MATE c   16.7045  40.6491   23.40   19.18   0.18   0.15  0.007 1996.520 2013.489
MER1 c   27.9617  40.9669   24.22   12.98   0.20   0.24 -0.014 2000.955 2013.489
MERS c   34.2559  36.5664   14.11   16.39   0.20   0.19 -0.025 2000.698 2010.999
MET0 c   23.7623  38.0653    8.47  -11.80   0.23   0.21 -0.005 2006.908 2013.421
MLYT c   38.4250  38.3255   11.88   22.24   0.22   0.21 -0.030 2007.311 2013.489
MURA c   43.7631  38.9901   26.43   20.16   0.46   0.49 -0.011 2008.739 2011.974
NAHA c   31.3321  40.1733    2.10   10.01   0.50   0.51 -0.011 2008.739 2011.281
NAMA c   42.0446  19.2114   34.64   27.49   0.19   0.18 -0.022 2002.248 2013.432
NEFT c   49.2432  39.4043   29.12   13.82   0.69   0.94 -0.001 2009.758 2013.462
NEVS c   34.7030  38.6166    7.54   16.75   0.56   0.56 -0.009 2008.775 2011.281
NICO c   33.3965  35.1410   19.58   15.28   0.16   0.20 -0.027 1999.637 2013.489
NOA1 c   23.8640  38.0471    7.78  -11.53   0.24   0.19 -0.006 2006.196 2013.489
NOMI c   25.4286  36.4217    6.41  -17.03   0.24   0.26 -0.006 2006.352 2011.021
NPSG c   25.6104  35.2614    7.52  -14.87   0.24   0.26 -0.001 2006.001 2010.829
NRIF c   35.0360  30.0384   24.54   20.23   0.31   0.31 -0.030 2005.401 2013.489
NSSP c   44.5029  40.2265   28.88   17.32   0.40   0.23 -0.018 1998.012 2010.522
ORID c   20.7940  41.1273   24.30   11.51   0.26   0.20 -0.005 2000.529 2013.489
OZAL c   43.9887  38.6573   24.37   25.04   0.71   0.49 -0.009 2008.739 2011.974
PCKD c   42.4453  11.5349   34.94   19.33   0.76   0.78  0.006 2003.218 2006.952
PETA c   35.4687  30.3275   24.75   22.60   0.44   0.28 -0.009 2008.231 2012.430
PGMD c   42.5559  11.6173   42.99   27.69   0.80   0.86  0.004 2003.223 2006.826
PHLW c   31.3434  29.8616   22.67   18.69   0.60   0.27 -0.006 2000.641 2003.034
PONT c   20.5852  38.6190   20.37    7.81   0.25   0.22 -0.011 2007.125 2013.462
PRKV c   26.2650  39.2457    5.25   -0.19   0.23   0.26 -0.009 2007.495 2013.462
PSAR c   22.1843  38.3217    8.41   -2.09   0.88   0.41 -0.004 2006.763 2013.399
RAMO c   34.7631  30.5976   23.64   19.49   0.17   0.16 -0.032 2000.542 2013.489
RASH c   34.7966  28.2995   26.52   23.27   0.50   0.50 -0.019 2010.270 2013.081
RDIY c   37.3357  40.3852   14.38   17.41   0.66   0.58 -0.013 2008.739 2011.278
RHIY c   38.7708  39.9061   12.37   17.80   0.57   0.55 -0.013 2008.810 2011.281
RZE1 c   40.4931  41.0369   26.77   13.15   0.54   0.56 -0.016 2008.739 2011.281
S051 c   50.6082  26.2091   31.14   29.94   0.19   0.22 -0.030 2000.001 2008.551
SARY c   27.9164  41.4430   23.62   11.69   0.52   0.53 -0.005 2008.739 2011.281
SEKC c   47.1752  41.2202   26.82   14.83   0.51   0.30 -0.003 2008.684 2013.489
SEMD c   44.5739  37.3051   23.63   25.02   0.61   0.62  0.007 2009.308 2011.974
SHEB c   39.0540  15.8534   25.13   15.63   0.53   0.54  0.001 2004.228 2013.489
SIHI c   31.5353  39.4453    2.38    9.81   0.50   0.51 -0.008 2008.739 2011.281
SILC c   29.6133  41.1790   24.92   11.02   0.38   0.37 -0.006 2009.327 2013.311
SINP c   35.1540  42.0302   24.60   14.50   0.55   0.53 -0.007 2008.739 2011.278
SIRT c   41.9356  37.9319   21.76   25.61   1.27   1.43 -0.003 2008.739 2011.974
SIVS c   37.0025  39.7437    7.36   18.79   0.54   0.52 -0.011 2008.739 2011.281
SNTR c   25.3571  36.3576    7.26  -14.47   0.23   0.23 -0.011 2006.001 2011.560
SOFI c   23.3947  42.5561   24.26   11.95   0.15   0.13 -0.016 1997.437 2013.144
SOLA c   46.4006  24.9107   31.77   29.26   0.18   0.19 -0.033 2004.176 2013.489
SPAN c   20.6736  38.7813   21.27    4.32   0.22   0.24 -0.001 2007.388 2013.462
SPET c   23.1554  37.2674    6.60  -13.33   0.33   0.46 -0.001 2008.941 2013.421
SSEH c   38.0749  40.1625   13.27   18.08   0.53   0.53 -0.014 2008.739 2011.281
SUNL c   34.3689  40.1540    4.96   14.74   0.62   0.56 -0.013 2008.739 2011.278
SVRI c   28.0834  41.0802   23.67   11.95   0.57   0.36 -0.004 2009.327 2013.311
TAYS c   34.8717  28.5515   26.96   23.11   0.99   0.48 -0.004 2010.275 2013.084
TEHN c   51.3341  35.6973   26.59   19.86   0.22   0.25 -0.032 2004.750 2013.489
TEKR c   27.4965  40.9583   23.16    9.96   0.60   0.55 -0.007 2008.739 2011.281
TELA c   34.7809  32.0680   23.53   19.98   0.21   0.21 -0.021 1996.775 2013.489
THIV c   23.3169  38.3162    8.22   -8.40   0.28   0.44 -0.002 2007.051 2011.237
TILO c   27.3937  36.3804   12.47  -16.66   0.19   0.18 -0.016 2005.497 2012.649
TRAB c   39.7756  40.9947   25.55   13.42   0.20   0.20 -0.035 1999.936 2007.905
TRBN c   39.7115  41.0054   25.39   13.52   0.54   0.57 -0.013 2008.739 2011.281
TRBT c   27.3911  38.3138    3.14   -2.78   0.22   0.20 -0.014 2007.262 2013.489
TRGT c   27.9073  38.4149    2.15   -0.96   0.52   0.40 -0.005 2007.264 2009.979
TRIZ c   22.0727  38.3654    9.26   -1.49   0.54   0.63 -0.001 2003.108 2013.437
TRKT c   36.8067  37.4143   15.88   21.02   0.28   0.32 -0.014 2007.322 2011.744
TRSK c   42.5005  43.2750   24.89   11.18   0.32   0.21 -0.024 2005.577 2013.256
TUAB c   35.8085  35.5234   19.09   21.79   0.54   0.46 -0.006 2008.310 2010.999
TUBI c   29.4507  40.7867   19.70   11.29   0.32   0.34 -0.007 2002.697 2013.489
TUC2 c   24.0706  35.5332    8.32  -11.80   0.90   0.25 -0.001 2004.736 2010.533
TUC2 c   24.0706  35.5332    8.34  -11.80   0.90   0.25 -0.001 2010.536 2013.489
TUZL c   29.2924  40.8265   21.30   11.69   0.42   0.39 -0.005 2009.327 2013.311
TVAN c   42.2905  38.5295   22.91   25.93   0.49   0.50 -0.021 2008.739 2011.974
TYF1 c   26.4857  40.3841   10.95    5.20   0.73   0.23 -0.003 2005.626 2013.489
UCG2 c   29.9624  40.8455   22.35   12.68   0.34   0.49 -0.005 2000.764 2013.489
UDER c   41.5476  40.5313   26.54   14.15   0.53   0.49 -0.027 2008.739 2011.818
ULUT c   29.1314  40.0975    2.43    8.09   0.28   0.28 -0.012 1999.716 2013.489
USAK c   29.4052  38.6792    1.94    4.46   0.53   0.61 -0.008 2008.750 2011.281
USAL c   18.1115  40.3349   24.34   18.30   0.45   0.41 -0.000 2010.152 2013.489
