		NATIONAL TECHNICAL UNIVERSITY OF ATHENS
DIONYSOS SATELLITE OBSERVATORY - HIGHER GEODESY LABORATORY
*****************************************************************************
Grid used : 5000 m
Scale Factor : 10000000000 	 Scale Strain : 10^6

block   xcen 	 ycen 	 Kmax 	 Kmin 	 Azimouth 	 ãmax 
(a/a)   (m)  	 (m)  	 (ppm)	 (ppm)	   (deg)  	 (ppm)
*****************************************************************************
285 	 315850 	 4272327 	 +0.037 	 -0.147 	 +22.500 	 +0.184 
286 	 320850 	 4272327 	 +0.080 	 -0.130 	 +32.327 	 +0.210 
287 	 325850 	 4272327 	 +0.193 	 -0.153 	 +39.996 	 +0.345 
288 	 330850 	 4272327 	 +0.261 	 -0.161 	 +42.280 	 +0.422 
289 	 335850 	 4272327 	 +0.251 	 -0.201 	 +48.170 	 +0.453 
292 	 265850 	 4277327 	 +0.410 	 +0.150 	 -16.236 	 +0.261 
293 	 270850 	 4277327 	 +0.377 	 +0.193 	 -22.500 	 +0.184 
294 	 275850 	 4277327 	 +0.251 	 +0.089 	 +3.563 	 +0.161 
295 	 280850 	 4277327 	 +0.154 	 -0.044 	 +20.457 	 +0.198 
296 	 285850 	 4277327 	 +0.068 	 -0.098 	 +12.508 	 +0.166 
297 	 290850 	 4277327 	 +0.052 	 -0.152 	 +5.655 	 +0.204 
298 	 295850 	 4277327 	 +0.063 	 -0.133 	 +7.372 	 +0.196 
299 	 300850 	 4277327 	 +0.053 	 -0.163 	 +6.696 	 +0.216 
300 	 305850 	 4277327 	 +0.033 	 -0.163 	 +7.372 	 +0.196 
301 	 310850 	 4277327 	 +0.019 	 -0.159 	 +13.283 	 +0.179 
302 	 315850 	 4277327 	 +0.037 	 -0.147 	 +22.500 	 +0.184 
303 	 320850 	 4277327 	 +0.126 	 -0.126 	 +35.783 	 +0.253 
304 	 325850 	 4277327 	 +0.252 	 -0.152 	 +40.735 	 +0.404 
305 	 330850 	 4277327 	 +0.282 	 -0.162 	 +41.117 	 +0.444 
308 	 265850 	 4282327 	 +0.392 	 +0.138 	 -24.090 	 +0.255 
309 	 270850 	 4282327 	 +0.402 	 +0.148 	 -39.345 	 +0.255 
310 	 275850 	 4282327 	 +0.301 	 +0.119 	 -41.830 	 +0.181 
311 	 280850 	 4282327 	 +0.135 	 +0.015 	 -12.222 	 +0.121 
312 	 285850 	 4282327 	 +0.071 	 -0.081 	 +5.655 	 +0.153 
313 	 290850 	 4282327 	 +0.051 	 -0.121 	 +5.004 	 +0.173 
314 	 295850 	 4282327 	 +0.041 	 -0.141 	 +3.170 	 +0.181 
315 	 300850 	 4282327 	 +0.031 	 -0.151 	 +3.170 	 +0.181 
316 	 305850 	 4282327 	 +0.022 	 -0.162 	 +6.264 	 +0.184 
317 	 310850 	 4282327 	 +0.037 	 -0.147 	 +11.190 	 +0.184 
318 	 315850 	 4282327 	 +0.069 	 -0.129 	 +22.500 	 +0.198 
319 	 320850 	 4282327 	 +0.194 	 -0.124 	 +38.638 	 +0.318 
320 	 325850 	 4282327 	 +0.293 	 -0.143 	 +40.377 	 +0.436 
325 	 275850 	 4287327 	 +0.480 	 +0.020 	 -45.000 	 +0.460 
326 	 280850 	 4287327 	 +0.331 	 -0.021 	 -42.550 	 +0.351 
327 	 285850 	 4287327 	 +0.119 	 -0.029 	 -30.850 	 +0.148 
328 	 290850 	 4287327 	 +0.041 	 -0.101 	 -4.065 	 +0.141 
329 	 295850 	 4287327 	 +0.030 	 -0.130 	 +0.000 	 +0.160 
330 	 300850 	 4287327 	 +0.030 	 -0.140 	 +1.683 	 +0.170 
