29.235  40.713  30.142  40.722  90.0  15.0  -27.1  0.3    5.8	0.6
29.533  37.393  31.255  38.487  90.0  15.0  -11.2  0.6   -0.8	0.4
29.700  40.400  30.770  40.580  90.0  15.0   -0.5  0.4  -10.8	0.7
30.142  40.722  30.770  40.580  90.0  15.0  -28.0  0.3    0.1	0.7
30.770  40.580  31.200  40.600  90.0  15.0  -24.6  0.2   -0.6	0.2
31.200  40.600  32.850  40.890  90.0  15.0  -24.2  0.2    5.5	0.2
31.255  38.487  31.267  35.017  90.0  15.0    4.2  0.6   -2.4	0.4
31.267  35.017  32.260  32.640  90.0  15.0    2.4  0.4    0.1	0.3
31.267  35.017  33.220  33.990  30.0  15.0    1.0  0.5    9.3	0.3
31.445   5.001  37.474   5.235  90.0  15.0    6.1  0.4   -0.1	0.4
32.260  32.640  32.484  29.893  90.0  15.0    2.3  0.3    0.6	0.3
32.484  29.893  32.896  28.820  90.0  15.0    2.3  0.2   -0.1	0.4
32.850  40.890  34.510  41.160  90.0  15.0  -24.2  0.2    8.0	0.2
32.896  28.820  34.370  27.290  90.0  15.0    2.1  0.3   -1.0	0.4
33.220  33.990  34.450  34.880  90.0  15.0    7.0  0.4   -0.5	0.4
33.714  44.310  36.036  44.822  90.0  15.0   -0.6  0.2    1.0	0.2
34.370  27.290  35.010  29.610  90.0  15.0    4.5  0.3   -2.2	0.4
34.370  27.290  35.570  25.550  90.0  15.0    3.2  0.2   -6.8	0.3
34.450  34.880  35.620  35.690  90.0  15.0    7.0  0.4   -3.5	0.4
34.510  41.160  37.129  40.617  90.0  15.0  -25.8  0.2   -0.2	0.2
35.010  29.610  35.580  31.320  90.0  15.0    4.5  0.3   -0.6	0.3
35.470  31.380  35.580  31.320  90.0  15.0    1.3  0.3   -4.3	0.3
35.470  31.380  35.720  33.680  90.0  12.0    4.4  0.3    0.1	0.3
35.570  25.550  43.840  11.790  90.0  15.0    2.9  0.2  -13.5	0.3
35.620  35.690  36.430  36.630  90.0  15.0    5.5  0.5   -7.9	0.5
35.720  33.680  36.310  34.440  90.0  15.0    3.5  0.4    3.1	0.4
36.036  44.822  39.909  43.294  90.0  15.0   -1.3  0.1    1.3	0.2
36.310  34.440  36.430  36.630  90.0  15.0    4.8  0.3    2.0	0.6
36.430  36.630  36.629  37.025  90.0  15.0    6.8  0.3   -6.4	0.3
36.629  37.025  36.830  37.420  90.0  15.0    6.8  0.3   -7.1	0.3
36.830  37.420  38.650  38.200  90.0  15.0    9.9  0.2   -2.9	0.3
37.129  40.617  39.325  39.814  90.0  15.0  -25.7  0.2   -0.4	0.3
37.474   5.235  41.513  11.378  90.0  15.0    3.0  0.3   -6.0	0.4
38.650  38.200  40.270  38.830  90.0  15.0   10.0  0.3   -5.1	0.3
39.325  39.814  39.800  39.650  90.0  15.0  -25.6  0.2    2.5	0.3
39.800  39.650  41.052  39.286  90.0  15.0  -25.3  0.2    5.8	0.3
39.909  43.294  44.442  42.251  30.0  15.0   -0.8  0.1    3.0	0.2
40.270  38.830  41.052  39.286  90.0  15.0    8.1  0.4  -11.9	0.5
40.270  38.830  42.498  36.803  90.0  15.0   -3.1  0.4    1.4	0.3
41.052  39.286  41.515  39.772  90.0  15.0    3.7  0.3   11.7	0.4
41.513  11.378  43.840  11.790  90.0  15.0    6.8  0.5   -2.6	0.3
41.515  39.772  43.237  41.305  90.0  15.0    2.3  0.3    0.3	0.3
41.515  39.772  44.477  38.762  90.0  15.0  -11.9  0.4    3.0	0.4
42.498  36.803  44.005  36.521  30.0  15.0   -1.3  0.4    3.7	0.4
43.237  41.305  44.442  42.251  90.0  15.0    2.3  0.2    2.4	0.3
43.840  11.790  59.444  15.315  90.0   0.0  -11.6  0.6  -17.1	0.4
44.005  36.521  45.587  34.893  30.0  15.0   -3.4  0.4    2.9	0.4
44.442  42.251  46.071  41.856  30.0  12.0   -2.5  0.3    8.2	0.2
44.477  38.762  47.325  37.722  90.0  15.0  -11.9  0.5   -0.2	0.3
45.587  34.893  45.820  33.440  30.0  15.0   -4.7  0.3    1.5	0.4
45.820  33.440  48.960  31.390  30.0  15.0   -1.9  0.4    5.4	0.4
46.071  41.856  47.072  41.109  30.0  12.0   -6.3  0.2    8.1	0.3
47.072  41.109  48.393  40.741  30.0  12.0   -1.8  0.2   11.6	0.3
47.325  37.722  48.580  38.213  90.0  15.0   -1.1  0.9    9.3	6.1
47.325  37.722  48.260  37.323  90.0  15.0   -1.8  4.5   -7.0	4.0
48.260  37.323  49.490  36.620  90.0  15.0   -1.1  3.7   -4.3	2.9
48.393  40.741  48.486  40.536  90.0  15.0  -10.8  0.3    6.7	0.2
48.486  40.536  48.713  40.311  90.0  15.0   -8.0  0.3   10.2	0.3
48.580  38.213  48.927  38.653  90.0  15.0    2.8  2.2    5.5	5.4
48.713  40.311  48.900  39.810  90.0  15.0  -11.3  0.4    7.1	0.2
48.900  39.810  48.927  38.653  90.0  15.0  -12.9  0.4    5.3	0.3
48.927  38.653  49.100  37.980  90.0  15.0  -16.6  4.8    6.3	2.5
48.960  31.390  51.430  29.420  30.0  15.0   -2.3  0.5    6.6	0.4
49.100  37.980  50.240  37.040  90.0  15.0  -10.9  4.0   12.0	1.2
49.490  36.620  50.860  34.460  90.0  15.0   -5.5  1.1   -1.1	0.7
49.490  36.620  51.730  35.780  90.0  15.0    4.0  2.2   -2.1	2.7
50.240  37.040  52.210  36.420  90.0  15.0   -5.3  1.9   12.0	1.4
50.860  34.460  56.480  31.000  90.0  15.0   -4.8  0.8    4.4	0.8
51.430  29.420  51.640  28.230  90.0  15.0   -6.3  0.4    4.5	0.5
51.640  28.230  54.250  26.850  30.0  15.0   -0.1  0.7    8.5	0.4
51.730  35.780  52.640  35.650  90.0  15.0    3.8  1.5   -0.2	1.7
52.210  36.420  54.560  36.780  90.0  15.0    1.0  1.4    8.7	1.3
52.640  35.650  53.720  35.890  90.0  15.0    3.7  1.3   -0.2	6.6
53.720  35.890  56.870  37.060  90.0  15.0    3.8  2.3    3.0	2.8
54.250  26.850  57.120  27.620  90.0  15.0    6.7  0.5    6.7	0.6
54.560  36.780  55.516  37.283  90.0  15.0    3.3  2.8    4.2	1.9
55.516  37.283  56.870  37.060  90.0  15.0    0.2  1.4    3.1	4.4
56.480  31.000  57.420  30.200  90.0  15.0   -5.6  1.5    6.0	0.7
56.800  34.700  57.440  32.620  90.0  15.0   -2.4  1.3    0.0	0.7
56.800  34.700  58.510  35.190  90.0  15.0   -0.4  1.1   -2.3	1.2
56.870  37.060  60.620  35.450  90.0  15.0   -2.3  0.6    7.8	1.2
57.120  27.620  57.300  26.670  90.0  15.0   -8.0  0.7    6.0	0.5
57.300  26.670  57.490  25.720  90.0  15.0  -18.3  1.0   10.0	1.2
57.300  26.670  57.790  27.440  90.0  15.0  -10.0  1.1   -4.4	1.2
57.420  30.200  57.710  29.360  90.0  15.0  -10.5  1.0    2.8	1.0
57.420  30.200  57.440  32.620  90.0  15.0   -2.3  1.5   -0.9	0.7
57.490  25.720  57.800  25.050  90.0  15.0  -15.5  1.0   14.5	1.3
57.710  29.360  57.790  27.440  90.0  15.0  -11.0  1.1    0.8	1.0
57.800  25.050  61.440  24.440  30.0  15.0    4.5  1.4   22.6	1.2
58.510  35.190  60.490  34.520  90.0  15.0    1.1  0.2   -1.8	2.0
60.010  29.160  60.970  26.910  90.0  15.0   -5.1  1.0    1.3	0.9
60.010  29.160  60.490  34.520  90.0  15.0   -5.5  1.1    0.1	0.7
60.490  34.520  60.620  35.450  90.0  15.0   -7.4  1.5    0.2	0.5
60.970  26.910  66.184  26.773  90.0  15.0   -0.8  1.1    4.5	1.3
61.440  24.440  65.890  24.900  30.0  15.0   12.1  1.3   23.6	1.7
59.444  15.315  61.766  21.121  90.0  15.0   -4.4  0.5   -2.3	0.7
61.766  21.121  65.890  24.900  90.0  15.0   -3.2  0.4   -3.4	0.8
59.444  15.315  56.976  10.234  90.0  15.0   21.6  0.8   -0.2	0.7
56.976  10.234  66.121   2.540  90.0  15.0    2.6  0.6  -26.5	0.7
33.220  33.990  36.680  39.680  90.0  15.0    0.0  0.6   -4.2   0.4
36.680  39.783  39.325  39.814  90.0  15.0    3.3  0.5   -1.7	0.4
45.450  40.429  46.647  38.933  90.0  15.0   -3.4  0.6   -1.8   0.5
43.237  41.305  45.450  40.429  90.0  15.0   -3.8  0.5    0.3	0.5
46.647  38.933  47.769  39.606  90.0  15.0   -1.4  0.5    3.5	0.9
47.769  39.606  48.292  39.531  90.0  15.0   -3.5  0.7    1.2	0.9
48.292  39.531  48.927  38.653  90.0  15.0   -3.2  1.2   -2.0	0.5



